PF_ID,DATE,INVESTED_AMOUNT
MFU0800632740ab44deaccf232a286248c1,09-07-2021,1741653.64
MFU0800632740ab44deaccf232a286248c1,13-11-2024,3269620.05
MFU0800632740ab44deaccf232a286248c1,08-02-2025,3339616.32
MFU0800632740ab44deaccf232a286248c1,10-02-2025,3359614.62
MFU0800632740ab44deaccf232a286248c1,02-04-2025,3540105.03
MFU0800632740ab44deaccf232a286248c1,30-11-2025,4076890.92
MFU0800632740ab44deaccf232a286248c1,10-05-2022,2045360.66
MFU0800632740ab44deaccf232a286248c1,08-02-2026,4319278.78
MFU0800632740ab44deaccf232a286248c1,16-04-2023,2256849.39
MFU0800632740ab44deaccf232a286248c1,22-02-2022,1970152.09
MFU0800632740ab44deaccf232a286248c1,06-06-2024,3014882.1
MFU0800632740ab44deaccf232a286248c1,07-03-2023,2246849.92
MFU0800632740ab44deaccf232a286248c1,22-05-2024,3004882.59
MFU0800632740ab44deaccf232a286248c1,12-04-2020,1432036.31
MFU0800632740ab44deaccf232a286248c1,24-04-2024,2957155.84
MFU0800632740ab44deaccf232a286248c1,20-07-2025,3750850.87
MFU0800632740ab44deaccf232a286248c1,06-12-2025,4113789.13
MFU3a945a415ed447a080596b0f9385e5b8,07-05-2020,204999.94
MFU3a945a415ed447a080596b0f9385e5b8,24-04-2018,50000
MFU3a945a415ed447a080596b0f9385e5b8,18-05-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,15-06-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,18-01-2020,60000.04
MFU3a945a415ed447a080596b0f9385e5b8,20-10-2020,234999.04
MFU3a945a415ed447a080596b0f9385e5b8,27-04-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,08-05-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,01-07-2020,215000.01
MFU3a945a415ed447a080596b0f9385e5b8,03-02-2026,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,13-08-2020,224999.58
MFU3a945a415ed447a080596b0f9385e5b8,23-09-2020,229999.33
MFU3a945a415ed447a080596b0f9385e5b8,25-08-2018,50000
MFU3a945a415ed447a080596b0f9385e5b8,28-01-2020,60000.04
MFU3a945a415ed447a080596b0f9385e5b8,05-03-2020,65000.02
MFU3a945a415ed447a080596b0f9385e5b8,18-03-2021,259997.92
MFU3a945a415ed447a080596b0f9385e5b8,26-06-2022,1392024.81
MFU3a945a415ed447a080596b0f9385e5b8,15-01-2023,2363874.91
MFU3a945a415ed447a080596b0f9385e5b8,26-06-2024,9005455.53
MFU3a945a415ed447a080596b0f9385e5b8,04-03-2026,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,04-09-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,23-09-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,27-06-2021,274997.21
MFU3a945a415ed447a080596b0f9385e5b8,07-01-2026,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,01-01-2022,484986.94
MFU3a945a415ed447a080596b0f9385e5b8,12-12-2019,55000.02
MFU3a945a415ed447a080596b0f9385e5b8,10-05-2020,204999.94
MFU3a945a415ed447a080596b0f9385e5b8,01-02-2022,638991.42
MFU3a945a415ed447a080596b0f9385e5b8,11-09-2023,4117244.6
MFU3a945a415ed447a080596b0f9385e5b8,05-05-2024,9042384.18
MFU3a945a415ed447a080596b0f9385e5b8,17-07-2024,9005455.53
MFU3a945a415ed447a080596b0f9385e5b8,15-09-2024,8981958.68
MFU3a945a415ed447a080596b0f9385e5b8,11-12-2024,9121525.2
MFU3a945a415ed447a080596b0f9385e5b8,24-11-2025,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,06-11-2025,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,13-05-2022,1163965.21
MFU3a945a415ed447a080596b0f9385e5b8,07-12-2025,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,17-01-2026,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,14-10-2020,234999.04
MFU3a945a415ed447a080596b0f9385e5b8,07-01-2021,244998.59
MFU3a945a415ed447a080596b0f9385e5b8,17-12-2022,2293878.46
MFU3a945a415ed447a080596b0f9385e5b8,12-02-2023,2393873.25
MFU122ee06215ae47028524b57d8bccf34f,03-05-2006,20000
MFU122ee06215ae47028524b57d8bccf34f,17-02-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,09-05-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,02-10-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,03-04-2010,129999.96
MFU122ee06215ae47028524b57d8bccf34f,23-04-2008,20000
MFU122ee06215ae47028524b57d8bccf34f,11-09-2011,305000.04
MFU122ee06215ae47028524b57d8bccf34f,07-08-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,21-09-2009,99999.98
MFU122ee06215ae47028524b57d8bccf34f,14-08-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,21-09-2008,40000.01
MFU122ee06215ae47028524b57d8bccf34f,06-12-2008,50000
MFU122ee06215ae47028524b57d8bccf34f,27-08-2010,180000
MFU122ee06215ae47028524b57d8bccf34f,25-11-2010,209999.99
MFU122ee06215ae47028524b57d8bccf34f,10-01-2011,225000.01
MFU122ee06215ae47028524b57d8bccf34f,18-03-2011,245000
MFU122ee06215ae47028524b57d8bccf34f,20-10-2011,320000.08
MFU122ee06215ae47028524b57d8bccf34f,18-03-2012,365000.09
MFU122ee06215ae47028524b57d8bccf34f,15-11-2013,569900.36
MFU122ee06215ae47028524b57d8bccf34f,22-08-2015,869800.33
MFU122ee06215ae47028524b57d8bccf34f,28-08-2015,869800.33
MFU122ee06215ae47028524b57d8bccf34f,07-11-2016,1561076.18
MFU122ee06215ae47028524b57d8bccf34f,28-11-2010,209999.99
MFU122ee06215ae47028524b57d8bccf34f,20-12-2016,1591075.95
MFU122ee06215ae47028524b57d8bccf34f,05-11-2008,45000
MFU122ee06215ae47028524b57d8bccf34f,24-12-2010,220000.01
MFU122ee06215ae47028524b57d8bccf34f,09-04-2011,254999.97
MFU122ee06215ae47028524b57d8bccf34f,16-01-2008,20000
MFU122ee06215ae47028524b57d8bccf34f,11-05-2010,144999.99
MFU122ee06215ae47028524b57d8bccf34f,16-08-2010,175000.03
MFU122ee06215ae47028524b57d8bccf34f,11-07-2011,285000.01
MFU122ee06215ae47028524b57d8bccf34f,06-10-2011,310000.07
MFU122ee06215ae47028524b57d8bccf34f,01-01-2012,340000.1
MFU122ee06215ae47028524b57d8bccf34f,12-02-2013,475000.11
MFU122ee06215ae47028524b57d8bccf34f,26-06-2013,520000.19
MFU122ee06215ae47028524b57d8bccf34f,23-01-2014,604800.35
MFU122ee06215ae47028524b57d8bccf34f,15-09-2014,719800.44
MFU122ee06215ae47028524b57d8bccf34f,29-11-2014,754800.31
MFU122ee06215ae47028524b57d8bccf34f,26-06-2015,849800.24
MFU122ee06215ae47028524b57d8bccf34f,05-02-2016,919800.51
MFU122ee06215ae47028524b57d8bccf34f,13-01-2017,1621076
MFU122ee06215ae47028524b57d8bccf34f,31-05-2009,79999.99
MFU122ee06215ae47028524b57d8bccf34f,28-08-2011,300000.04
MFU122ee06215ae47028524b57d8bccf34f,16-11-2016,1561076.18
MFU122ee06215ae47028524b57d8bccf34f,17-07-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,15-05-2015,839800.25
MFU122ee06215ae47028524b57d8bccf34f,10-11-2016,1561076.18
MFU122ee06215ae47028524b57d8bccf34f,07-11-2017,1921077.35
MFU122ee06215ae47028524b57d8bccf34f,30-03-2018,2041076.73
MFU122ee06215ae47028524b57d8bccf34f,12-05-2018,2101076.91
MFU122ee06215ae47028524b57d8bccf34f,31-07-2019,2521984.02
MFU122ee06215ae47028524b57d8bccf34f,04-01-2020,2671983.97
MFU122ee06215ae47028524b57d8bccf34f,27-03-2020,2761983.89
MFU122ee06215ae47028524b57d8bccf34f,30-03-2020,2761983.89
MFU122ee06215ae47028524b57d8bccf34f,17-07-2020,2881981.99
MFU122ee06215ae47028524b57d8bccf34f,31-10-2020,2728397.87
MFU122ee06215ae47028524b57d8bccf34f,23-02-2021,2848391.36
MFU122ee06215ae47028524b57d8bccf34f,21-09-2021,3058381.53
MFU122ee06215ae47028524b57d8bccf34f,30-09-2021,3058381.53
MFU122ee06215ae47028524b57d8bccf34f,13-06-2022,3288120.2
MFU122ee06215ae47028524b57d8bccf34f,27-06-2022,3293120.02
MFU122ee06215ae47028524b57d8bccf34f,13-08-2022,3342917.91
MFU122ee06215ae47028524b57d8bccf34f,13-11-2022,3432914.29
MFU122ee06215ae47028524b57d8bccf34f,17-12-2022,3462912.82
MFU122ee06215ae47028524b57d8bccf34f,03-07-2023,5386552.95
MFU122ee06215ae47028524b57d8bccf34f,19-10-2023,6106517.07
MFU122ee06215ae47028524b57d8bccf34f,22-11-2023,6271508.72
MFU122ee06215ae47028524b57d8bccf34f,03-11-2024,7703172.18
MFU122ee06215ae47028524b57d8bccf34f,12-05-2025,8263145.47
MFU122ee06215ae47028524b57d8bccf34f,17-11-2025,17412133.84
MFU122ee06215ae47028524b57d8bccf34f,24-12-2025,17497129.91
MFU122ee06215ae47028524b57d8bccf34f,21-03-2018,2041076.73
MFU122ee06215ae47028524b57d8bccf34f,23-02-2019,2371983.87
MFU122ee06215ae47028524b57d8bccf34f,20-11-2019,2641983.98
MFU122ee06215ae47028524b57d8bccf34f,05-02-2021,2823392.89
MFU122ee06215ae47028524b57d8bccf34f,23-12-2021,3148377.45
MFU122ee06215ae47028524b57d8bccf34f,06-12-2023,6271508.72
MFU122ee06215ae47028524b57d8bccf34f,17-02-2024,6796481.43
MFU122ee06215ae47028524b57d8bccf34f,16-07-2022,3318018.92
MFU122ee06215ae47028524b57d8bccf34f,21-05-2025,8268145.22
MFU122ee06215ae47028524b57d8bccf34f,15-06-2019,2491984.17
MFU122ee06215ae47028524b57d8bccf34f,04-01-2024,6451499.3
MFU122ee06215ae47028524b57d8bccf34f,14-11-2025,17412133.84
MFU122ee06215ae47028524b57d8bccf34f,23-10-2022,3402915.81
MFU122ee06215ae47028524b57d8bccf34f,22-02-2023,4311913.68
MFU122ee06215ae47028524b57d8bccf34f,29-03-2025,8103154.33
MFU122ee06215ae47028524b57d8bccf34f,12-01-2012,345000.08
MFU122ee06215ae47028524b57d8bccf34f,31-07-2016,1441476.55
MFU122ee06215ae47028524b57d8bccf34f,25-02-2018,2011076.86
MFU122ee06215ae47028524b57d8bccf34f,16-06-2019,2491984.17
MFU122ee06215ae47028524b57d8bccf34f,23-08-2022,3342917.91
MFU122ee06215ae47028524b57d8bccf34f,18-10-2022,3402915.81
MFU122ee06215ae47028524b57d8bccf34f,12-02-2023,4311913.68
MFU122ee06215ae47028524b57d8bccf34f,03-08-2024,7458185
MFU122ee06215ae47028524b57d8bccf34f,13-02-2025,8023158.1
MFU122ee06215ae47028524b57d8bccf34f,29-07-2022,3318018.92
MFU122ee06215ae47028524b57d8bccf34f,08-12-2025,17497129.91
MFU3de1f779ad8942e2a69b43f7e8f55d23,07-12-2025,2213889.48
MFU3de1f779ad8942e2a69b43f7e8f55d23,22-11-2025,2213889.48
MFU3de1f779ad8942e2a69b43f7e8f55d23,18-12-2025,2483875.94
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,08-01-2017,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,25-03-2017,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,30-04-2017,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,10-02-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,18-10-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,22-10-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,15-11-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,03-03-2019,0
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,14-06-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,03-08-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,07-11-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,19-12-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,07-06-2019,151422.97
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,08-05-2020,306086.85
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,31-12-2021,1420097.18
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,08-06-2022,2211621.87
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,29-03-2024,13291067.16
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,30-11-2024,17741253.75
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,18-05-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,14-11-2020,306086.85
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,08-06-2021,456079.31
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,26-06-2021,506076.92
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,08-10-2023,10691197.71
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,19-09-2025,23836695.86
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,28-06-2024,14645135.63
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,06-01-2019,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,24-05-2020,306086.85
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,14-07-2021,536075.4
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,21-05-2022,2181623.37
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,05-01-2023,2181623.28
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,16-03-2023,2231620.79
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,08-04-2024,13391062.14
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,28-05-2024,13545190.3
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,21-05-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,06-05-2019,64999.95
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,19-06-2025,20752819.74
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,23-11-2025,26469046.91
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,30-06-2021,506076.92
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,30-03-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,21-09-2020,306086.85
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,10-10-2020,306086.85
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,17-06-2024,13645185.32
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,22-11-2024,17739895.11
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,14-01-2025,18792917.99
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,22-09-2025,24086683.34
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,11-03-2020,306086.85
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,30-04-2021,396082.33
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,24-11-2018,25000.01
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,02-11-2024,17671562.11
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,29-01-2025,18902912.59
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,02-08-2025,22236775.54
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,28-02-2024,13151074.19
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,07-07-2024,17494993
MFU7c3ffe67448c4c848ef3dae9eaa0e56c,21-10-2023,10991182.69
MFU0800632740ab44deaccf232a286248c1,10-05-2018,100805.64
MFU0800632740ab44deaccf232a286248c1,10-12-2018,106209.21
MFU0800632740ab44deaccf232a286248c1,30-09-2019,1231307.18
MFU0800632740ab44deaccf232a286248c1,03-04-2019,1069893.44
MFU0800632740ab44deaccf232a286248c1,16-08-2019,1201740.53
MFU0800632740ab44deaccf232a286248c1,23-02-2020,1381155.25
MFU0800632740ab44deaccf232a286248c1,29-01-2020,1350924.6
MFU0800632740ab44deaccf232a286248c1,09-04-2020,1432036.31
MFU0800632740ab44deaccf232a286248c1,29-12-2020,1671554.09
MFU0800632740ab44deaccf232a286248c1,26-08-2018,106209.21
MFU0800632740ab44deaccf232a286248c1,23-09-2020,1596122.71
MFU0800632740ab44deaccf232a286248c1,28-07-2021,1751653.14
MFU0800632740ab44deaccf232a286248c1,06-05-2019,1098780.87
MFU0800632740ab44deaccf232a286248c1,13-11-2019,1280856.37
MFU0800632740ab44deaccf232a286248c1,17-11-2019,1290856.37
MFU0800632740ab44deaccf232a286248c1,30-12-2019,1320827.51
MFU0800632740ab44deaccf232a286248c1,26-06-2022,2108856.86
MFU0800632740ab44deaccf232a286248c1,26-09-2022,2186852.93
MFU0800632740ab44deaccf232a286248c1,23-10-2022,2196852.45
MFU0800632740ab44deaccf232a286248c1,29-01-2023,2226850.94
MFU0800632740ab44deaccf232a286248c1,11-04-2023,2256849.39
MFU0800632740ab44deaccf232a286248c1,13-05-2023,2266848.9
MFU0800632740ab44deaccf232a286248c1,19-02-2025,3359614.62
MFU0800632740ab44deaccf232a286248c1,05-05-2021,1721654.62
MFU0800632740ab44deaccf232a286248c1,07-08-2022,2152854.63
MFU0800632740ab44deaccf232a286248c1,02-07-2022,2108856.86
MFU0800632740ab44deaccf232a286248c1,12-09-2024,3178903.02
MFU0800632740ab44deaccf232a286248c1,03-01-2025,3299618.3
MFU0800632740ab44deaccf232a286248c1,13-07-2025,3750850.87
MFU0800632740ab44deaccf232a286248c1,09-08-2020,1555140
MFU0800632740ab44deaccf232a286248c1,25-06-2022,2108856.86
MFU0800632740ab44deaccf232a286248c1,28-06-2022,2108856.86
MFU0800632740ab44deaccf232a286248c1,13-09-2022,2186852.93
MFU0800632740ab44deaccf232a286248c1,31-12-2024,3299618.3
MFU0800632740ab44deaccf232a286248c1,27-10-2025,4000394.73
MFU0800632740ab44deaccf232a286248c1,10-05-2023,2266848.9
MFU0800632740ab44deaccf232a286248c1,27-10-2024,3239621.04
MFU0800632740ab44deaccf232a286248c1,11-06-2020,1493405.8
MFU0800632740ab44deaccf232a286248c1,06-10-2022,2196852.45
MFU0800632740ab44deaccf232a286248c1,22-02-2024,2862104.02
MFU0800632740ab44deaccf232a286248c1,22-08-2025,3816003.9
MFU0800632740ab44deaccf232a286248c1,17-05-2021,1731654.14
MFU0800632740ab44deaccf232a286248c1,20-04-2024,2957155.84
MFU0800632740ab44deaccf232a286248c1,22-11-2025,4076890.92
MFU0800632740ab44deaccf232a286248c1,24-02-2026,4358876.78
MFU3a945a415ed447a080596b0f9385e5b8,12-02-2018,50000
MFU3a945a415ed447a080596b0f9385e5b8,25-02-2018,50000
MFU3a945a415ed447a080596b0f9385e5b8,15-08-2018,50000
MFU3a945a415ed447a080596b0f9385e5b8,02-03-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,17-08-2018,50000
MFU3a945a415ed447a080596b0f9385e5b8,15-07-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,22-11-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,22-04-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,21-08-2019,50000
MFU3a945a415ed447a080596b0f9385e5b8,03-05-2020,204999.94
MFU3a945a415ed447a080596b0f9385e5b8,26-07-2021,279996.97
MFU3a945a415ed447a080596b0f9385e5b8,25-11-2022,1833901.82
MFU3a945a415ed447a080596b0f9385e5b8,12-04-2023,3186291.41
MFU3a945a415ed447a080596b0f9385e5b8,06-11-2024,8862606.14
MFU3a945a415ed447a080596b0f9385e5b8,18-12-2024,9174522.42
MFU3a945a415ed447a080596b0f9385e5b8,21-07-2025,11302386.38
MFU3a945a415ed447a080596b0f9385e5b8,12-12-2025,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,23-02-2020,65000.02
MFU3a945a415ed447a080596b0f9385e5b8,26-12-2020,244998.59
MFU3a945a415ed447a080596b0f9385e5b8,13-03-2021,259997.92
MFU3a945a415ed447a080596b0f9385e5b8,10-07-2021,274997.21
MFU3a945a415ed447a080596b0f9385e5b8,29-09-2021,289996.51
MFU3a945a415ed447a080596b0f9385e5b8,22-06-2022,1392024.81
MFU3a945a415ed447a080596b0f9385e5b8,28-11-2022,1833901.82
MFU3a945a415ed447a080596b0f9385e5b8,07-10-2023,7709091.93
MFU3a945a415ed447a080596b0f9385e5b8,06-09-2024,8981958.68
MFU3a945a415ed447a080596b0f9385e5b8,04-11-2025,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,25-12-2025,11985442.95
MFU3a945a415ed447a080596b0f9385e5b8,11-12-2019,55000.02
MFU3a945a415ed447a080596b0f9385e5b8,06-04-2020,199999.99
MFU3a945a415ed447a080596b0f9385e5b8,04-02-2021,249998.38
MFU3a945a415ed447a080596b0f9385e5b8,14-09-2022,1452021.86
MFU3a945a415ed447a080596b0f9385e5b8,03-01-2023,2333876.25
MFU3a945a415ed447a080596b0f9385e5b8,07-03-2023,3136293.91
MFU3a945a415ed447a080596b0f9385e5b8,16-11-2023,8841106.92
MFU3a945a415ed447a080596b0f9385e5b8,01-02-2020,60000.04
MFU3a945a415ed447a080596b0f9385e5b8,19-10-2021,294996.22
MFU3a945a415ed447a080596b0f9385e5b8,19-02-2022,668989.94
MFU3a945a415ed447a080596b0f9385e5b8,30-05-2022,1367026.1
MFU3a945a415ed447a080596b0f9385e5b8,18-10-2022,1467021.2
MFU3a945a415ed447a080596b0f9385e5b8,17-03-2023,3156292.9
MFU3a945a415ed447a080596b0f9385e5b8,12-05-2024,9042384.18
MFU3a945a415ed447a080596b0f9385e5b8,21-11-2024,8892604.49
MFU3a945a415ed447a080596b0f9385e5b8,24-01-2023,2393873.25
MFU3a945a415ed447a080596b0f9385e5b8,12-08-2025,11722365.31
MFU3a945a415ed447a080596b0f9385e5b8,29-08-2023,3781260.95
MFU122ee06215ae47028524b57d8bccf34f,24-03-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,23-08-2006,20000
MFU122ee06215ae47028524b57d8bccf34f,06-04-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,02-06-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,21-08-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,15-09-2008,40000.01
MFU122ee06215ae47028524b57d8bccf34f,10-02-2009,64999.99
MFU122ee06215ae47028524b57d8bccf34f,28-04-2009,75000
MFU122ee06215ae47028524b57d8bccf34f,19-01-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,04-01-2008,20000
MFU122ee06215ae47028524b57d8bccf34f,25-06-2008,25000.01
MFU122ee06215ae47028524b57d8bccf34f,05-09-2010,180000
MFU122ee06215ae47028524b57d8bccf34f,08-02-2007,20000
MFU122ee06215ae47028524b57d8bccf34f,01-01-2008,20000
MFU122ee06215ae47028524b57d8bccf34f,23-01-2008,20000
MFU122ee06215ae47028524b57d8bccf34f,05-02-2008,20000
MFU122ee06215ae47028524b57d8bccf34f,03-01-2009,55000.01
MFU122ee06215ae47028524b57d8bccf34f,14-02-2009,64999.99
MFU122ee06215ae47028524b57d8bccf34f,26-10-2009,105000
MFU122ee06215ae47028524b57d8bccf34f,25-12-2009,114999.97
MFU122ee06215ae47028524b57d8bccf34f,21-11-2010,204999.98
MFU122ee06215ae47028524b57d8bccf34f,09-02-2011,235000.04
MFU122ee06215ae47028524b57d8bccf34f,01-05-2012,380000.07
MFU122ee06215ae47028524b57d8bccf34f,26-05-2012,390000.07
MFU122ee06215ae47028524b57d8bccf34f,07-12-2013,574900.38
MFU122ee06215ae47028524b57d8bccf34f,11-04-2014,644800.42
MFU122ee06215ae47028524b57d8bccf34f,28-05-2014,664800.4
MFU122ee06215ae47028524b57d8bccf34f,16-09-2014,719800.44
MFU122ee06215ae47028524b57d8bccf34f,01-11-2015,889800.58
MFU122ee06215ae47028524b57d8bccf34f,18-05-2016,959800.48
MFU122ee06215ae47028524b57d8bccf34f,23-03-2010,129999.96
MFU122ee06215ae47028524b57d8bccf34f,05-01-2012,340000.1
MFU122ee06215ae47028524b57d8bccf34f,06-08-2012,410000.14
MFU122ee06215ae47028524b57d8bccf34f,10-12-2012,455000.14
MFU122ee06215ae47028524b57d8bccf34f,20-12-2012,460000.1
MFU122ee06215ae47028524b57d8bccf34f,17-07-2013,520000.19
MFU122ee06215ae47028524b57d8bccf34f,08-02-2014,614800.49
MFU122ee06215ae47028524b57d8bccf34f,25-04-2014,649800.42
MFU122ee06215ae47028524b57d8bccf34f,31-07-2014,694800.4
MFU122ee06215ae47028524b57d8bccf34f,14-03-2015,809800.34
MFU122ee06215ae47028524b57d8bccf34f,09-04-2015,824800.29
MFU122ee06215ae47028524b57d8bccf34f,19-12-2012,455000.14
MFU122ee06215ae47028524b57d8bccf34f,14-02-2013,475000.11
MFU122ee06215ae47028524b57d8bccf34f,25-04-2008,20000
MFU122ee06215ae47028524b57d8bccf34f,17-09-2012,425000.14
MFU122ee06215ae47028524b57d8bccf34f,19-01-2014,599800.37
MFU122ee06215ae47028524b57d8bccf34f,09-06-2014,674800.43
MFU122ee06215ae47028524b57d8bccf34f,27-06-2016,1042044.53
MFU122ee06215ae47028524b57d8bccf34f,28-06-2014,679800.36
MFU122ee06215ae47028524b57d8bccf34f,19-02-2015,794800.18
MFU122ee06215ae47028524b57d8bccf34f,06-09-2015,869800.33
MFU122ee06215ae47028524b57d8bccf34f,17-09-2016,1501276.44
MFU122ee06215ae47028524b57d8bccf34f,08-01-2017,1601075.97
MFU122ee06215ae47028524b57d8bccf34f,11-10-2014,734800.37
MFU122ee06215ae47028524b57d8bccf34f,20-08-2016,1471376.58
MFU122ee06215ae47028524b57d8bccf34f,02-04-2013,490000.12
MFU122ee06215ae47028524b57d8bccf34f,10-02-2017,1651076.01
MFU122ee06215ae47028524b57d8bccf34f,24-07-2017,1801076.46
MFU122ee06215ae47028524b57d8bccf34f,09-10-2017,1891077.77
MFU122ee06215ae47028524b57d8bccf34f,10-02-2018,2011076.86
MFU122ee06215ae47028524b57d8bccf34f,10-05-2018,2101076.91
MFU122ee06215ae47028524b57d8bccf34f,26-06-2018,2131076.86
MFU122ee06215ae47028524b57d8bccf34f,27-01-2019,2341076.08
MFU122ee06215ae47028524b57d8bccf34f,05-02-2019,2351076.06
MFU122ee06215ae47028524b57d8bccf34f,18-02-2019,2371983.87
MFU122ee06215ae47028524b57d8bccf34f,02-03-2019,2371983.87
MFU122ee06215ae47028524b57d8bccf34f,25-12-2019,2671983.97
MFU122ee06215ae47028524b57d8bccf34f,24-05-2020,2821983.88
MFU122ee06215ae47028524b57d8bccf34f,18-07-2020,2881981.99
MFU122ee06215ae47028524b57d8bccf34f,04-10-2020,2698399.26
MFU122ee06215ae47028524b57d8bccf34f,28-11-2020,2758396.78
MFU122ee06215ae47028524b57d8bccf34f,09-05-2021,2928387.16
MFU122ee06215ae47028524b57d8bccf34f,02-06-2021,2938386.54
MFU122ee06215ae47028524b57d8bccf34f,06-01-2022,3158377.09
MFU122ee06215ae47028524b57d8bccf34f,11-03-2022,3208374.44
MFU122ee06215ae47028524b57d8bccf34f,01-06-2022,3263247.1
MFU122ee06215ae47028524b57d8bccf34f,30-06-2022,3293120.02
MFU122ee06215ae47028524b57d8bccf34f,25-12-2022,3462912.82
MFU122ee06215ae47028524b57d8bccf34f,09-01-2023,3876934.95
MFU122ee06215ae47028524b57d8bccf34f,26-11-2023,6271508.72
MFU122ee06215ae47028524b57d8bccf34f,21-12-2023,6451499.3
MFU122ee06215ae47028524b57d8bccf34f,01-03-2024,6796481.43
MFU122ee06215ae47028524b57d8bccf34f,18-12-2024,7863164.56
